animal_type,category,suburb,date_range
Attack,Attack On An Animal,CALAMVALE,oct dec 2019
Cat Trapping,Fox,CAMP HILL,oct dec 2019
Cat,Wandering,ASHGROVE,oct dec 2019
Other Animal,Nuisance Animal,HIGHGATE HILL,oct dec 2019
Dog,Odour,CAMP HILL,oct dec 2019
Attack,Attack On A Person,STAFFORD HEIGHTS,oct dec 2019
Attack,Attack On A Person,ANNERLEY,oct dec 2019
Other Animal,Fox,MORNINGSIDE,oct dec 2019
Dog,Fencing Issues,FERNY GROVE,oct dec 2019
Dog,Unregistered,MCDOWALL,oct dec 2019
Attack,Menacing,TAIGUM,oct dec 2019
Cat Trapping,Fox,WINDSOR,oct dec 2019
Dog,Wandering,GORDON PARK,oct dec 2019
Cat Trapping,Fox,SUNNYBANK,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Attack,Attack On An Animal,SEVENTEEN MILE ROCKS,oct dec 2019
Cat,Wandering,ACACIA RIDGE,oct dec 2019
Cat,Wandering,WYNNUM WEST,oct dec 2019
Dog,Wandering,MORNINGSIDE,oct dec 2019
Attack,Attack On An Animal,STAFFORD,oct dec 2019
Attack,Attack On An Animal,TARRAGINDI,oct dec 2019
Cat Trapping,Fox,FOREST LAKE,oct dec 2019
Cat,Wandering,BELMONT,oct dec 2019
Dog,Wandering,CARSELDINE,oct dec 2019
Dog,Odour,OXLEY,oct dec 2019
Dog,Fencing Issues,CHELMER,oct dec 2019
Dog,Odour,INALA,oct dec 2019
Attack,Attack On A Person,NUNDAH,oct dec 2019
Dog,Fencing Issues,STAFFORD,oct dec 2019
Dog,Wandering,MANSFIELD,oct dec 2019
Dog,Fencing Issues,MANSFIELD,oct dec 2019
Attack,Attack On A Person,SPRING HILL,oct dec 2019
Dog,Wandering,CAMP HILL,oct dec 2019
Dog,Wandering,EVERTON PARK,oct dec 2019
Attack,Not An Attack,EAST BRISBANE,oct dec 2019
Attack,Attack On An Animal,TINGALPA,oct dec 2019
Dog,Unregistered,FOREST LAKE,oct dec 2019
Attack,Attack On A Person,MANLY,oct dec 2019
Attack,Attack On An Animal,SPRING HILL,oct dec 2019
Other Animal,Nuisance Animal,CARINA HEIGHTS,oct dec 2019
Other Animal,Nuisance Animal,ST LUCIA,oct dec 2019
Cat Trapping,Fox,GEEBUNG,oct dec 2019
Other Animal,Nuisance Animal,EIGHT MILE PLAINS,oct dec 2019
Other Animal,Nuisance Animal,ALGESTER,oct dec 2019
Dog,Fencing Issues,ZILLMERE,oct dec 2019
Other Animal,Fox,WYNNUM,oct dec 2019
Attack,Attack On A Person,COORPAROO,oct dec 2019
Other Animal,Fox,WAKERLEY,oct dec 2019
Dog,Wandering,BULIMBA,oct dec 2019
Attack,Attack On An Animal,SALISBURY,oct dec 2019
Cat Trapping,Fox,DOOLANDELLA,oct dec 2019
Other Animal,Deer,MOGGILL,oct dec 2019
Dog,Wandering,MANLY WEST,oct dec 2019
Other Animal,Nuisance Animal,SALISBURY,oct dec 2019
Dog,Wandering,CHERMSIDE WEST,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Dog,Wandering,INALA,oct dec 2019
Other Animal,Fox,THE GAP,oct dec 2019
Other Animal,Fox,MOGGILL,oct dec 2019
Other Animal,Deer,MOGGILL,oct dec 2019
Other Animal,Insufficient Space,NORTHGATE,oct dec 2019
Cat Trapping,Fox,MACGREGOR,oct dec 2019
Other Animal,Fox,WAVELL HEIGHTS,oct dec 2019
Attack,Attack On A Person,INALA,oct dec 2019
Dog,Wandering,HOLLAND PARK WEST,oct dec 2019
Cat,Wandering,PARKINSON,oct dec 2019
Dog,Fencing Issues,GREENSLOPES,oct dec 2019
Cat,Wandering,BARDON,oct dec 2019
Attack,Not An Attack,EIGHT MILE PLAINS,oct dec 2019
Attack,Not An Attack,EIGHT MILE PLAINS,oct dec 2019
Attack,Not An Attack,NUNDAH,oct dec 2019
Other Animal,Rabbit,EAGLE FARM,oct dec 2019
Attack,Attack On A Person,GREENSLOPES,oct dec 2019
Attack,Attack On A Person,KEDRON,oct dec 2019
Attack,Menacing,CARINDALE,oct dec 2019
Other Animal,Fencing Issues,ARCHERFIELD,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Dog,Unregistered,WAVELL HEIGHTS,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Dog,Wandering,WEST END,oct dec 2019
Dog,Wandering,WEST END,oct dec 2019
Cat Trapping,Fox,HEMMANT,oct dec 2019
Attack,Attack On An Animal,ASPLEY,oct dec 2019
Attack,Attack On A Person,INALA,oct dec 2019
Attack,Attack On A Person,HEATHWOOD,oct dec 2019
Attack,Attack On A Person,EAST BRISBANE,oct dec 2019
Attack,Attack On A Person,BRIGHTON,oct dec 2019
Attack,Attack On A Person,TINGALPA,oct dec 2019
Dog,Defecating In Public,MOOROOKA,oct dec 2019
Dog,Fencing Issues,MOUNT GRAVATT EAST,oct dec 2019
Cat,Wandering,NUDGEE,oct dec 2019
Attack,Attack On A Person,FERNY GROVE,oct dec 2019
Dog,Fencing Issues,CARINDALE,oct dec 2019
Other Animal,Too Many Animals,ACACIA RIDGE,oct dec 2019
Other Animal,Fox,CHANDLER,oct dec 2019
Dog,Unregistered,ASPLEY,oct dec 2019
Dog,Wandering,COORPAROO,oct dec 2019
Cat Trapping,Fox,WACOL,oct dec 2019
Dog,Wandering,UPPER KEDRON,oct dec 2019
Attack,Attack On An Animal,ANSTEAD,oct dec 2019
Cat,Wandering,CLAYFIELD,oct dec 2019
Cat Trapping,Fox,ENOGGERA,oct dec 2019
Dog,Wandering,HERSTON,oct dec 2019
Cat,Wandering,BRACKEN RIDGE,oct dec 2019
Attack,Menacing,CARSELDINE,oct dec 2019
Dog,Too Many Animals,ROCHEDALE,oct dec 2019
Dog,Too Many Animals,ROCHEDALE,oct dec 2019
Dog,Too Many Animals,ROCHEDALE,oct dec 2019
Cat,Wandering,SANDGATE,oct dec 2019
Attack,Attack On A Person,MOUNT GRAVATT EAST,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Attack,Attack On A Person,SALISBURY,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Dog,Wandering,MCDOWALL,oct dec 2019
Attack,Attack On An Animal,SANDGATE,oct dec 2019
Cat Trapping,Fox,CHAPEL HILL,oct dec 2019
Attack,Attack On A Person,MOGGILL,oct dec 2019
Attack,Not An Attack,COOPERS PLAINS,oct dec 2019
Cat Trapping,Fox,WYNNUM,oct dec 2019
Dog,Wandering,WYNNUM WEST,oct dec 2019
Dog,Unregistered,BRIGHTON,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Dog,Wandering,SUNNYBANK HILLS,oct dec 2019
Attack,Attack On An Animal,SUNNYBANK HILLS,oct dec 2019
Dog,Wandering,HOLLAND PARK WEST,oct dec 2019
Other Animal,Fox,CHANDLER,oct dec 2019
Dog,Wandering,SUNNYBANK,oct dec 2019
Dog,Fencing Issues,DARRA,oct dec 2019
Other Animal,Fox,UPPER BROOKFIELD,oct dec 2019
Other Animal,Fox,UPPER BROOKFIELD,oct dec 2019
Dog,Wandering,BOONDALL,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Attack,Not An Attack,PADDINGTON,oct dec 2019
Dog,Wandering,DOOLANDELLA,oct dec 2019
Dog,Wandering,WYNNUM,oct dec 2019
Attack,Attack On A Person,NORTHGATE,oct dec 2019
Dog,Wandering,KALINGA,oct dec 2019
Dog,Fencing Issues,CANNON HILL,oct dec 2019
Attack,Menacing,ALDERLEY,oct dec 2019
Dog,Fencing Issues,KENMORE,oct dec 2019
Attack,Not An Attack,BALMORAL,oct dec 2019
Attack,Attack On A Person,SUNNYBANK HILLS,oct dec 2019
Dog,Defecating In Public,FOREST LAKE,oct dec 2019
Dog,Unregistered,ASCOT,oct dec 2019
Cat Trapping,Fox,ENOGGERA,oct dec 2019
Dog,Unregistered,BANYO,oct dec 2019
Attack,Attack On An Animal,SINNAMON PARK,oct dec 2019
Cat Trapping,Fox,INALA,oct dec 2019
Attack,Not An Attack,WYNNUM WEST,oct dec 2019
Attack,Attack On A Person,STONES CORNER,oct dec 2019
Attack,Attack On A Person,YERONGA,oct dec 2019
Dog,Too Many Animals,WYNNUM WEST,oct dec 2019
Dog,Wandering,KELVIN GROVE,oct dec 2019
Dog,Fox,PARKINSON,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Cat Trapping,Fox,ASCOT,oct dec 2019
Dog,Fencing Issues,CARINDALE,oct dec 2019
Dog,Unregistered,NUNDAH,oct dec 2019
Other Animal,Fox,MANLY,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Dog,Wandering,BRIGHTON,oct dec 2019
Attack,Attack On A Person,ROCHEDALE,oct dec 2019
Dog,Wandering,YERONGA,oct dec 2019
Dog,Fencing Issues,HOLLAND PARK,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Attack,Attack On An Animal,BOONDALL,oct dec 2019
Dog,Unregistered,TINGALPA,oct dec 2019
Attack,Attack On An Animal,HENDRA,oct dec 2019
Cat Trapping,Fox,SUNNYBANK,oct dec 2019
Dog,Wandering,KENMORE,oct dec 2019
Dog,Defecating In Public,HAWTHORNE,oct dec 2019
Dog,Wandering,MOUNT COOT-THA,oct dec 2019
Cat Trapping,Fox,UPPER MOUNT GRAVATT,oct dec 2019
Dog,Fencing Issues,MANLY,oct dec 2019
Other Animal,Odour,DEAGON,oct dec 2019
Dog,Wandering,YERONGA,oct dec 2019
Cat Trapping,Fox,WYNNUM,oct dec 2019
Dog,Wandering,CARINDALE,oct dec 2019
Cat Trapping,Fox,TARINGA,oct dec 2019
Dog,Fencing Issues,CARSELDINE,oct dec 2019
Attack,Attack On An Animal,NORMAN PARK,oct dec 2019
Attack,Attack On A Person,MORNINGSIDE,oct dec 2019
Other Animal,Nuisance Animal,INDOOROOPILLY,oct dec 2019
Dog,Wandering,RUNCORN,oct dec 2019
Attack,Attack On A Person,BULIMBA,oct dec 2019
Attack,Attack On An Animal,HOLLAND PARK WEST,oct dec 2019
Other Animal,Fox,MANLY,oct dec 2019
Cat Trapping,Fox,STRETTON,oct dec 2019
Dog,Defecating In Public,HOLLAND PARK,oct dec 2019
Dog,Wandering,BARDON,oct dec 2019
Other Animal,Fox,INDOOROOPILLY,oct dec 2019
Cat Trapping,Fox,ROCKLEA,oct dec 2019
Dog,Fencing Issues,MOUNT GRAVATT EAST,oct dec 2019
Dog,Odour,YERONGA,oct dec 2019
Cat,Wandering,MIDDLE PARK,oct dec 2019
Other Animal,Unregistered,MANSFIELD,oct dec 2019
Dog,Wandering,INALA,oct dec 2019
Attack,Attack On A Person,TARRAGINDI,oct dec 2019
Cat Trapping,Fox,DARRA,oct dec 2019
Other Animal,Odour,BELMONT,oct dec 2019
Attack,Attack On An Animal,EVERTON PARK,oct dec 2019
Dog,Fencing Issues,ELLEN GROVE,oct dec 2019
Dog,Wandering,NA,oct dec 2019
Attack,Attack On A Person,WYNNUM WEST,oct dec 2019
Dog,Too Many Animals,SHORNCLIFFE,oct dec 2019
Dog,Wandering,NEW FARM,oct dec 2019
Dog,Too Many Animals,STAFFORD HEIGHTS,oct dec 2019
Attack,Attack On A Person,STRETTON,oct dec 2019
Attack,Attack On An Animal,EAST BRISBANE,oct dec 2019
Dog,Wandering,"NATHAN",oct dec 2019
Dog,Defecating In Public,KALINGA,oct dec 2019
Dog,Too Many Animals,BRIGHTON,oct dec 2019
Attack,Attack On An Animal,ASHGROVE,oct dec 2019
Attack,Attack On An Animal,ASHGROVE,oct dec 2019
Cat Trapping,Fox,BALD HILLS,oct dec 2019
Attack,Attack On An Animal,ROCKLEA,oct dec 2019
Attack,Attack On An Animal,MOGGILL,oct dec 2019
Other Animal,Fox,PULLENVALE,oct dec 2019
Dog,Unregistered,DARRA,oct dec 2019
Cat Trapping,Fox,MANLY,oct dec 2019
Cat,Wandering,ANNERLEY,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Other Animal,Nuisance Animal,MITCHELTON,oct dec 2019
Other Animal,Fox,TARRAGINDI,oct dec 2019
Dog,Wandering,EIGHT MILE PLAINS,oct dec 2019
Attack,Attack On An Animal,FOREST LAKE,oct dec 2019
Cat,Wandering,WESTLAKE,oct dec 2019
Attack,Attack On An Animal,CLAYFIELD,oct dec 2019
Dog,Wandering,ALDERLEY,oct dec 2019
Other Animal,Rabbit,CARINDALE,oct dec 2019
Dog,Fencing Issues,ROCKLEA,oct dec 2019
Dog,Fencing Issues,GAYTHORNE,oct dec 2019
Dog,Wandering,YERONGA,oct dec 2019
Other Animal,Fox,MOGGILL,oct dec 2019
Dog,Fencing Issues,BULIMBA,oct dec 2019
Dog,Wandering,BOONDALL,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Attack,Attack On A Person,TARRAGINDI,oct dec 2019
Dog,Unregistered,KANGAROO POINT,oct dec 2019
Attack,Not An Attack,BELMONT,oct dec 2019
Cat Trapping,Fox,TARRAGINDI,oct dec 2019
Other Animal,Nuisance Animal,MACKENZIE,oct dec 2019
Cat,Unregistered,ANNERLEY,oct dec 2019
Dog,Odour,BARDON,oct dec 2019
Attack,Attack On A Person,FIG TREE POCKET,oct dec 2019
Other Animal,Fox,MOUNT GRAVATT EAST,oct dec 2019
Cat Trapping,Fox,CARINA HEIGHTS,oct dec 2019
Cat,Wandering,HOLLAND PARK WEST,oct dec 2019
Attack,Attack On An Animal,WISHART,oct dec 2019
Dog,Wandering,KANGAROO POINT,oct dec 2019
Dog,Wandering,SPRING HILL,oct dec 2019
Dog,Wandering,SPRING HILL,oct dec 2019
Attack,Attack On An Animal,CLAYFIELD,oct dec 2019
Cat,Wandering,SALISBURY,oct dec 2019
Attack,Attack On A Person,SHORNCLIFFE,oct dec 2019
Dog,Unregistered,HOLLAND PARK,oct dec 2019
Attack,Not An Attack,BRIGHTON,oct dec 2019
Other Animal,Nuisance Animal,CHERMSIDE WEST,oct dec 2019
Attack,Attack On A Person,RICHLANDS,oct dec 2019
Dog,Wandering,NORTHGATE,oct dec 2019
Dog,Wandering,VIRGINIA,oct dec 2019
Attack,Attack On A Person,NUNDAH,oct dec 2019
Dog,Wandering,"NATHAN",oct dec 2019
Dog,Wandering,BRIGHTON,oct dec 2019
Attack,Attack On A Person,HEMMANT,oct dec 2019
Dog,Wandering,BRACKEN RIDGE,oct dec 2019
Other Animal,Nuisance Animal,BELLBOWRIE,oct dec 2019
Attack,Attack On A Person,ELLEN GROVE,oct dec 2019
Attack,Attack On A Person,MANLY WEST,oct dec 2019
Dog,Wandering,BANYO,oct dec 2019
Other Animal,Fox,DUTTON PARK,oct dec 2019
Dog,Fox,SANDGATE,oct dec 2019
Cat,Wandering,KARANA DOWNS,oct dec 2019
Cat Trapping,Fox,WAVELL HEIGHTS,oct dec 2019
Attack,Attack On A Person,NUNDAH,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Cat,Wandering,KARANA DOWNS,oct dec 2019
Dog,Fencing Issues,MORNINGSIDE,oct dec 2019
Attack,Attack On An Animal,JINDALEE,oct dec 2019
Dog,Fencing Issues,MORNINGSIDE,oct dec 2019
Cat,Wandering,VIRGINIA,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Cat Trapping,Fox,BRIDGEMAN DOWNS,oct dec 2019
Other Animal,Wandering,HOLLAND PARK WEST,oct dec 2019
Dog,Wandering,WAVELL HEIGHTS,oct dec 2019
Dog,Fencing Issues,SUNNYBANK HILLS,oct dec 2019
Other Animal,Pest / Feral Animal,INALA,oct dec 2019
Dog,Wandering,NUNDAH,oct dec 2019
Other Animal,Nuisance Animal,RANSOME,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Attack,Attack On A Person,NORMAN PARK,oct dec 2019
Dog,Unregistered,ROCHEDALE,oct dec 2019
Dog,Unregistered,ROCHEDALE,oct dec 2019
Dog,Unregistered,BULIMBA,oct dec 2019
Dog,Unregistered,EIGHT MILE PLAINS,oct dec 2019
Attack,Attack On An Animal,EVERTON PARK,oct dec 2019
Cat Trapping,Fox,KURABY,oct dec 2019
Other Animal,Deer,PULLENVALE,oct dec 2019
Dog,Wandering,TENERIFFE,oct dec 2019
Dog,Wandering,SANDGATE,oct dec 2019
Other Animal,Pest / Feral Animal,ROCHEDALE,oct dec 2019
Cat,Wandering,TAIGUM,oct dec 2019
Dog,Too Many Animals,SUNNYBANK,oct dec 2019
Attack,Attack On An Animal,TARRAGINDI,oct dec 2019
Cat Trapping,Fox,TARINGA,oct dec 2019
Dog,Fencing Issues,SUNNYBANK HILLS,oct dec 2019
Dog,Wandering,GEEBUNG,oct dec 2019
Other Animal,Nuisance Animal,INALA,oct dec 2019
Other Animal,Fencing Issues,KURABY,oct dec 2019
Attack,Attack On An Animal,ZILLMERE,oct dec 2019
Dog,Fencing Issues,DARRA,oct dec 2019
Other Animal,Odour,STRETTON,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Dog,Fencing Issues,BRACKEN RIDGE,oct dec 2019
Dog,Wandering,MOUNT COOT-THA,oct dec 2019
Attack,Attack On A Person,ELLEN GROVE,oct dec 2019
Dog,Fox,SHORNCLIFFE,oct dec 2019
Dog,Defecating In Public,DUTTON PARK,oct dec 2019
Other Animal,Nuisance Animal,BOONDALL,oct dec 2019
Dog,Unregistered,MANSFIELD,oct dec 2019
Other Animal,Wild Dog,PULLENVALE,oct dec 2019
Other Animal,Wild Dog,PULLENVALE,oct dec 2019
Dog,Unregistered,NEW FARM,oct dec 2019
Attack,Attack On An Animal,HOLLAND PARK WEST,oct dec 2019
Dog,Odour,INALA,oct dec 2019
Cat,Wandering,WYNNUM WEST,oct dec 2019
Attack,Attack On An Animal,MOOROOKA,oct dec 2019
Attack,Attack On A Person,DURACK,oct dec 2019
Dog,Wandering,CORINDA,oct dec 2019
Dog,Unregistered,NORMAN PARK,oct dec 2019
Dog,Fencing Issues,CANNON HILL,oct dec 2019
Dog,Fencing Issues,CANNON HILL,oct dec 2019
Other Animal,Unregistered,KURABY,oct dec 2019
Other Animal,Wandering,HOLLAND PARK,oct dec 2019
Dog,Odour,HIGHGATE HILL,oct dec 2019
Attack,Attack On An Animal,BRIGHTON,oct dec 2019
Cat,Wandering,NUDGEE,oct dec 2019
Dog,Wandering,MORNINGSIDE,oct dec 2019
Attack,Attack On A Person,ACACIA RIDGE,oct dec 2019
Attack,Menacing,MANLY WEST,oct dec 2019
Dog,Odour,BRACKEN RIDGE,oct dec 2019
Dog,Wandering,STONES CORNER,oct dec 2019
Attack,Attack On A Person,CHERMSIDE WEST,oct dec 2019
Dog,Fencing Issues,CHAPEL HILL,oct dec 2019
Dog,Fencing Issues,CHAPEL HILL,oct dec 2019
Attack,Not An Attack,CHAPEL HILL,oct dec 2019
Attack,Attack On A Person,ANNERLEY,oct dec 2019
Dog,Fencing Issues,WESTLAKE,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Dog,Unregistered,CARSELDINE,oct dec 2019
Dog,Too Many Animals,CARINA,oct dec 2019
Other Animal,Too Many Animals,DARRA,oct dec 2019
Attack,Not An Attack,CHAPEL HILL,oct dec 2019
Attack,Attack On An Animal,CARINA,oct dec 2019
Cat Trapping,Fox,ASCOT,oct dec 2019
Cat,Wandering,HOLLAND PARK WEST,oct dec 2019
Other Animal,Rabbit,BRACKEN RIDGE,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Other Animal,Wandering,FOREST LAKE,oct dec 2019
Cat,Wandering,INALA,oct dec 2019
Cat,Wandering,MORNINGSIDE,oct dec 2019
Dog,Too Many Animals,TARRAGINDI,oct dec 2019
Dog,Wandering,SHORNCLIFFE,oct dec 2019
Dog,Wandering,BELMONT,oct dec 2019
Cat,Wandering,CARINDALE,oct dec 2019
Cat Trapping,Fox,INALA,oct dec 2019
Attack,Attack On An Animal,MOUNT COOT-THA,oct dec 2019
Attack,Attack On An Animal,BRACKEN RIDGE,oct dec 2019
Cat Trapping,Fox,BALD HILLS,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Other Animal,Deer,KENMORE HILLS,oct dec 2019
Dog,Odour,WYNNUM,oct dec 2019
Dog,Fencing Issues,NUDGEE,oct dec 2019
Attack,Not An Attack,WACOL,oct dec 2019
Attack,Attack On A Person,ZILLMERE,oct dec 2019
Cat Trapping,Fox,CARINA,oct dec 2019
Attack,Attack On An Animal,UPPER KEDRON,oct dec 2019
Dog,Wandering,STAFFORD,oct dec 2019
Dog,Fencing Issues,MANSFIELD,oct dec 2019
Attack,Attack On A Person,RED HILL,oct dec 2019
Dog,Fencing Issues,RIVERHILLS,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Dog,Wandering,CARINA,oct dec 2019
Attack,Not An Attack,EVERTON PARK,oct dec 2019
Dog,Odour,CHERMSIDE,oct dec 2019
Attack,Attack On An Animal,ASHGROVE,oct dec 2019
Attack,Attack On A Person,CLAYFIELD,oct dec 2019
Attack,Attack On A Person,CLAYFIELD,oct dec 2019
Other Animal,Odour,INDOOROOPILLY,oct dec 2019
Cat,Wandering,WYNNUM,oct dec 2019
Dog,Unregistered,EAST BRISBANE,oct dec 2019
Dog,Wandering,BALD HILLS,oct dec 2019
Dog,Fencing Issues,ASPLEY,oct dec 2019
Dog,Fencing Issues,ASPLEY,oct dec 2019
Cat,Wandering,EAST BRISBANE,oct dec 2019
Attack,Attack On An Animal,NORTHGATE,oct dec 2019
Attack,Attack On An Animal,WYNNUM WEST,oct dec 2019
Attack,Attack On A Person,ACACIA RIDGE,oct dec 2019
Other Animal,Unregistered,CARINA,oct dec 2019
Dog,Fencing Issues,BELMONT,oct dec 2019
Dog,Wandering,WYNNUM,oct dec 2019
Dog,Wandering,MILTON,oct dec 2019
Dog,Wandering,CORINDA,oct dec 2019
Dog,Defecating In Public,CORINDA,oct dec 2019
Attack,Menacing,STAFFORD HEIGHTS,oct dec 2019
Attack,Attack On A Person,HAWTHORNE,oct dec 2019
Attack,Attack On An Animal,OXLEY,oct dec 2019
Dog,Fencing Issues,EIGHT MILE PLAINS,oct dec 2019
Attack,Attack On An Animal,CALAMVALE,oct dec 2019
Dog,Fencing Issues,DARRA,oct dec 2019
Dog,Fencing Issues,NUDGEE,oct dec 2019
Other Animal,Fox,CHANDLER,oct dec 2019
Dog,Wandering,CARINDALE,oct dec 2019
Dog,Wandering,MANSFIELD,oct dec 2019
Dog,Wandering,CARINDALE,oct dec 2019
Dog,Defecating In Public,ALGESTER,oct dec 2019
Attack,Attack On A Person,MANLY WEST,oct dec 2019
Attack,Attack On An Animal,SEVENTEEN MILE ROCKS,oct dec 2019
Cat Trapping,Fox,YERONGA,oct dec 2019
Dog,Wandering,EVERTON PARK,oct dec 2019
Attack,Attack On An Animal,HOLLAND PARK,oct dec 2019
Cat Trapping,Fox,LOTA,oct dec 2019
Dog,Wandering,WEST END,oct dec 2019
Cat Trapping,Fox,CLAYFIELD,oct dec 2019
Dog,Dog,FAIRFIELD,oct dec 2019
Cat,Wandering,VIRGINIA,oct dec 2019
Dog,Wandering,EVERTON PARK,oct dec 2019
Dog,Wandering,INALA,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Attack,Attack On An Animal,RUNCORN,oct dec 2019
Dog,Wandering,ASPLEY,oct dec 2019
Attack,Attack On An Animal,TOOWONG,oct dec 2019
Attack,Attack On A Person,FIG TREE POCKET,oct dec 2019
Attack,Attack On A Person,PARKINSON,oct dec 2019
Other Animal,Fencing Issues,DOOLANDELLA,oct dec 2019
Cat Trapping,Fox,BRACKEN RIDGE,oct dec 2019
Other Animal,Fox,SALISBURY,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Attack,Attack On An Animal,KENMORE,oct dec 2019
Dog,Defecating In Public,YERONGA,oct dec 2019
Cat,Wandering,BRIGHTON,oct dec 2019
Cat Trapping,Fox,BALD HILLS,oct dec 2019
Cat Trapping,Fox,CAMP HILL,oct dec 2019
Cat Trapping,Fox,CARINA,oct dec 2019
Dog,Wandering,WYNNUM,oct dec 2019
Attack,Attack On A Person,BOONDALL,oct dec 2019
Dog,Wandering,EIGHT MILE PLAINS,oct dec 2019
Cat,Wandering,FOREST LAKE,oct dec 2019
Cat,Fox,CHERMSIDE,oct dec 2019
Other Animal,Fox,MOUNT CROSBY,oct dec 2019
Dog,Wandering,LOTA,oct dec 2019
Dog,Wandering,CORINDA,oct dec 2019
Dog,Wandering,TENERIFFE,oct dec 2019
Other Animal,Fox,KARANA DOWNS,oct dec 2019
Dog,Unregistered,EVERTON PARK,oct dec 2019
Other Animal,Deer,PULLENVALE,oct dec 2019
Attack,Attack On An Animal,MORNINGSIDE,oct dec 2019
Dog,Wandering,BRACKEN RIDGE,oct dec 2019
Dog,Wandering,DARRA,oct dec 2019
Dog,Fencing Issues,DARRA,oct dec 2019
Dog,Fencing Issues,AUCHENFLOWER,oct dec 2019
Dog,Fencing Issues,AUCHENFLOWER,oct dec 2019
Dog,Fox,STAFFORD,oct dec 2019
Dog,Wandering,COOPERS PLAINS,oct dec 2019
Dog,Wandering,KEDRON,oct dec 2019
Dog,Wandering,STAFFORD,oct dec 2019
Dog,Fox,RUNCORN,oct dec 2019
Attack,Attack On A Person,WILSTON,oct dec 2019
Dog,Wandering,ASCOT,oct dec 2019
Cat,Wandering,WAVELL HEIGHTS,oct dec 2019
Dog,Wandering,ASCOT,oct dec 2019
Dog,Fox,ROCKLEA,oct dec 2019
Dog,Fencing Issues,HEMMANT,oct dec 2019
Attack,Menacing,ACACIA RIDGE,oct dec 2019
Cat,Wandering,CARINDALE,oct dec 2019
Dog,Wandering,HENDRA,oct dec 2019
Attack,Attack On A Person,TARRAGINDI,oct dec 2019
Attack,Attack On An Animal,HOLLAND PARK,oct dec 2019
Attack,Menacing,FOREST LAKE,oct dec 2019
Dog,Too Many Animals,SOUTH BRISBANE,oct dec 2019
Dog,Wandering,WEST END,oct dec 2019
Attack,Attack On An Animal,ASHGROVE,oct dec 2019
Dog,Wandering,MORNINGSIDE,oct dec 2019
Other Animal,Wandering,FOREST LAKE,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Dog,Wandering,KEPERRA,oct dec 2019
Attack,Not An Attack,WACOL,oct dec 2019
Dog,Wandering,BRIGHTON,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Attack,Attack On A Person,BRIDGEMAN DOWNS,oct dec 2019
Dog,Wandering,CHERMSIDE WEST,oct dec 2019
Dog,Fencing Issues,MOUNT GRAVATT EAST,oct dec 2019
Attack,Not An Attack,CHERMSIDE,oct dec 2019
Other Animal,Fox,MANLY,oct dec 2019
Dog,Wandering,BALD HILLS,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Attack,Attack On An Animal,ALDERLEY,oct dec 2019
Cat,Wandering,TAIGUM,oct dec 2019
Dog,Fencing Issues,ACACIA RIDGE,oct dec 2019
Dog,Fencing Issues,MANSFIELD,oct dec 2019
Attack,Attack On An Animal,HOLLAND PARK,oct dec 2019
Attack,Attack On An Animal,WISHART,oct dec 2019
Other Animal,Pest / Feral Animal,COORPAROO,oct dec 2019
Cat Trapping,Fox,INALA,oct dec 2019
Dog,Fencing Issues,BALD HILLS,oct dec 2019
Attack,Attack On An Animal,EAST BRISBANE,oct dec 2019
Dog,Fencing Issues,DARRA,oct dec 2019
Other Animal,Fox,MORNINGSIDE,oct dec 2019
Dog,Wandering,MCDOWALL,oct dec 2019
Cat Trapping,Fox,EAST BRISBANE,oct dec 2019
